code,company,fiscal_year,quarter,file_type,account_type,consoli_type,submit,zip_id,sales_prior,sales_pct_yoy_prior,sales_current,sales_pct_yoy_current,sales_next,sales_pct_yoy_next,operating_income_prior,operating_income_pct_yoy_prior,operating_income_current,operating_income_pct_yoy_current,operating_income_next,operating_income_pct_yoy_next,operating_income_progress_ratio,operating_income_on_sales_ratio_prior,operating_income_on_sales_ratio_current,operating_income_on_sales_ratio_next,operating_cf_margin_prior,operating_cf_margin_current,ordinary_income_prior,ordinary_income_pct_yoy_prior,ordinary_income_current,ordinary_income_pct_yoy_current,ordinary_income_next,ordinary_income_pct_yoy_next,pretax_income_prior,pretax_income_pct_yoy_prior,pretax_income_current,pretax_income_pct_yoy_current,pretax_income_next,pretax_income_pct_yoy_next,net_income_prior,net_income_pct_yoy_prior,net_income_current,net_income_pct_yoy_current,net_income_next,net_income_pct_yoy_next,net_income_on_sales_prior,net_income_on_sales_current,net_income_on_sales_next,eps_prior,eps_current,eps_next,roe,roa,dividend_prior,dividend_next,payout_ratio_prior,payout_ratio_next,total_assets_prior,total_assets_current,net_assets_prior,net_assets_current,capital_ratio_prior,capital_ratio_current,outstanding_stock_current,treasury_stock_current,operating_cf_prior,operating_cf_current,investing_cf_prior,investing_cf_current,financing_cf_prior,financing_cf_current,cash_prior,cash_current
3321,ミタチ産業（株）,2019-05-31,Q2,tanshin,日本基準,連,2018-12-27,TD2018122700075,22004000000.0,37.8,19368000000.0,-12.0,38000000000.0,-10.1,915000000.0,272.3,691000000.0,-24.5,1200000000.0,-14.8,57.6,4.2,3.6,3.2,2.0,0.9,955000000.0,231.2,752000000.0,-21.2,1290000000.0,-8.5,,,,,,,638000000.0,254.2,530000000.0,-16.8,900000000.0,-3.7,2.9,2.7,2.4,86.82,67.19,113.83,6.0,4.3,,,,,,16192000000.0,,8865000000.0,,54.6,,,443876000.0,182258000.0,-18043000.0,-93529000.0,-320335000.0,-229815000.0,1177444000.0,1034386000.0
3321,ミタチ産業（株）,2019-05-31,Q2,tanshin,日本基準,単,2018-12-27,TD2018122700075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,7906000.0,534.0,,,,,,,,
3333,株式会社 あさひ,2019-02-20,Q3,tanshin,日本基準,単,2018-12-25,TD2018122500071,43418000000.0,5.7,46493000000.0,7.1,58870000000.0,9.8,4053000000.0,9.5,4643000000.0,14.5,4120000000.0,20.3,112.7,9.3,10.0,7.0,,,4117000000.0,8.4,4724000000.0,14.7,4160000000.0,18.6,,,,,,,2695000000.0,8.3,3128000000.0,16.1,2781000000.0,35.6,6.2,6.7,4.7,103.03,119.58,106.34,11.7,12.1,,14.0,,,,38251000000.0,,26761000000.0,,70.0,26240800.0,82750.0,,,,,,,,
3366,株式会社一六堂>>,2019-02-28,Q3,tanshin,日本基準,連,2018-12-27,TD2018122700077,6242000000.0,-7.3,6028000000.0,-3.4,8588000000.0,1.8,220000000.0,3.6,273000000.0,24.2,401000000.0,9.1,68.1,3.5,4.5,4.7,,,297000000.0,-0.6,360000000.0,21.2,501000000.0,7.1,,,,,,,133000000.0,1.2,183000000.0,37.2,276000000.0,-10.1,2.1,3.0,3.2,13.9,18.82,28.57,3.3,4.3,,,,,,6416000000.0,,5565000000.0,,86.7,,,,,,,,,,
3366,株式会社一六堂>>,2019-02-28,Q3,tanshin,日本基準,単,2018-12-27,TD2018122700077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,9822900.0,13901.0,,,,,,,,
3919,パイプドＨＤ株式会社>>,2019-02-28,Q3,tanshin,日本基準,連,2018-12-28,TD2018122800136,3808000000.0,9.2,4030000000.0,5.8,5800000000.0,12.8,603000000.0,1.0,281000000.0,-53.3,500000000.0,-33.4,56.2,15.8,7.0,8.6,,,602000000.0,-0.7,275000000.0,-54.3,490000000.0,-34.6,,,,,,,372000000.0,30.4,161000000.0,-56.7,300000000.0,-34.5,9.8,4.0,5.2,48.97,21.19,39.46,6.6,5.1,,,,,,5531000000.0,,2463000000.0,,44.1,,,,,,,,,,
3919,パイプドＨＤ株式会社>>,2019-02-28,Q3,tanshin,日本基準,単,2018-12-28,TD2018122800136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,8107664.0,499933.0,,,,,,,,
4465,株式会社ニイタカ,2019-05-31,Q2,tanshin,日本基準,連,2018-12-26,TD2018122600124,8120000000.0,5.7,8614000000.0,6.1,18000000000.0,7.6,509000000.0,-9.1,486000000.0,-4.5,1130000000.0,4.2,43.0,6.3,5.6,6.3,,,520000000.0,-9.7,509000000.0,-2.0,1130000000.0,2.2,,,,,,,369000000.0,-6.3,366000000.0,-0.7,820000000.0,4.4,4.5,4.2,4.6,62.56,62.13,138.9,3.9,2.9,,,,,,16784000000.0,,9359000000.0,,55.8,,,,,,,,,,
4465,株式会社ニイタカ,2019-05-31,Q2,tanshin,日本基準,単,2018-12-26,TD2018122600124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,5943052.0,39382.0,,,,,,,,
4825,株式会社ウェザーニューズ>>,2019-05-31,Q2,tanshin,日本基準,連,2018-12-27,TD2018122700087,7552000000.0,9.5,8129000000.0,7.6,17000000000.0,7.1,1190000000.0,-13.3,882000000.0,-25.9,2000000000.0,-19.7,44.1,15.8,10.9,11.8,9.4,10.7,1174000000.0,-15.2,876000000.0,-25.4,2000000000.0,-19.8,,,,,,,218000000.0,-78.6,638000000.0,192.7,1400000000.0,23.0,2.9,7.8,8.2,20.03,58.58,128.37,4.7,5.8,,,,,,15331000000.0,,13706000000.0,,88.8,,,712242000.0,870330000.0,-617122000.0,-533270000.0,-548130000.0,-545121000.0,6460159000.0,6991404000.0
4825,株式会社ウェザーニューズ>>,2019-05-31,Q2,tanshin,日本基準,単,2018-12-27,TD2018122700087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,11844000.0,923747.0,,,,,,,,
6083,ＥＲＩホールディングス株式会社,2019-05-31,Q2,tanshin,日本基準,連,2018-12-28,TD2018122800090,5818000000.0,3.8,7241000000.0,24.5,14916000000.0,13.9,206000000.0,53.2,348000000.0,68.2,757000000.0,9.7,46.0,3.5,4.8,5.1,3.3,0.3,214000000.0,52.7,364000000.0,69.6,765000000.0,9.0,,,,,,,120000000.0,49.4,232000000.0,92.2,488000000.0,13.6,2.1,3.2,3.3,15.42,30.53,64.01,10.1,5.4,,,,,,6459000000.0,,2314000000.0,,35.4,,,194559000.0,20407000.0,-169802000.0,-195461000.0,566706000.0,55018000.0,2695135000.0,2683518000.0
6083,ＥＲＩホールディングス株式会社,2019-05-31,Q2,tanshin,日本基準,単,2018-12-28,TD2018122800090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,7832400.0,292783.0,,,,,,,,
6196,株式会社ストライク,2019-08-31,Q1,tanshin,日本基準,単,2018-12-25,TD2018122500089,704000000.0,3.1,827000000.0,17.5,4545000000.0,21.4,233000000.0,-8.8,229000000.0,-1.6,1591000000.0,17.6,14.4,33.1,27.7,35.0,,,233000000.0,-8.8,230000000.0,-1.6,1591000000.0,17.5,,,,,,,159000000.0,1.3,151000000.0,-4.8,1066000000.0,16.0,22.6,18.3,23.5,8.24,7.85,55.11,3.4,4.7,,11.0,,,,4869000000.0,,4491000000.0,,92.2,19354200.0,,,,,,,,,
6264,株式会社マルマエ>>,2019-08-31,Q1,tanshin,日本基準,単,2019-01-04,TD2019010400075,1045000000.0,69.2,1174000000.0,12.4,4900000000.0,6.8,318000000.0,183.4,226000000.0,-28.9,1000000000.0,-19.0,22.6,30.4,19.3,20.4,,,316000000.0,184.8,224000000.0,-29.2,980000000.0,-19.1,,,,,,,220000000.0,190.0,150000000.0,-31.7,690000000.0,-20.3,21.1,12.8,14.1,18.55,11.57,52.86,2.9,2.9,,20.0,,,,7862000000.0,,5152000000.0,,65.5,13053000.0,97.0,,,,,,,,
6279,株式会社　瑞光>>,2019-02-20,Q3,tanshin,日本基準,連,2018-12-26,TD2018122600129,15640000000.0,-27.9,18115000000.0,15.8,25250000000.0,14.3,392000000.0,-73.8,1057000000.0,169.6,1850000000.0,174.8,57.1,2.5,5.8,7.3,,,455000000.0,-70.0,1188000000.0,161.2,1985000000.0,164.4,,,,,,,351000000.0,-62.5,873000000.0,148.5,1285000000.0,93.2,2.2,4.8,5.1,53.51,133.0,195.66,3.6,2.9,,,,,,36242000000.0,,24212000000.0,,66.6,,,,,,,,,,
6279,株式会社　瑞光>>,2019-02-20,Q3,tanshin,日本基準,単,2018-12-26,TD2018122600129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,7200000.0,632559.0,,,,,,,,
6664,株式会社オプトエレクトロニクス>>,2018-11-30,Q4,tanshin,日本基準,連,2018-12-27,TD2018122700092,7032000000.0,-1.6,7549000000.0,7.4,7200000000.0,-4.6,-325000000.0,,451000000.0,,350000000.0,-22.5,,-4.6,6.0,4.9,11.3,19.5,-358000000.0,,378000000.0,,360000000.0,-4.8,,,,,,,-598000000.0,,215000000.0,,260000000.0,20.8,-8.5,2.8,3.6,-96.85,34.85,42.09,3.7,3.2,,,,,13943000000.0,14131000000.0,5609000000.0,5801000000.0,40.2,41.1,,,797000000.0,1470000000.0,-474000000.0,-213000000.0,311000000.0,-102000000.0,4618000000.0,5761000000.0
6664,株式会社オプトエレクトロニクス>>,2018-11-30,Q4,tanshin,日本基準,単,2018-12-27,TD2018122700092,2753000000.0,-1.8,3204000000.0,16.4,,,-648000000.0,,120000000.0,,,,,-23.5,3.7,,,,-654000000.0,,75000000.0,,,,,,,,,,,,,,,,,,,-124.87,5.2,,,1.7,0.0,0.0,,,7032000000.0,7074000000.0,442000000.0,475000000.0,6.3,6.7,6578000.0,400047.0,,,,,,,,
7445,株式会社ライトオン>>,2019-08-20,Q1,tanshin,日本基準,連,2018-12-28,TD2018122800094,,,17062000000.0,,80000000000.0,4.2,,,-783000000.0,,2000000000.0,66.3,-39.2,,-4.6,2.5,,,,,-714000000.0,,2000000000.0,93.0,,,,,,,,,-702000000.0,,350000000.0,-23.5,,-4.1,0.4,,-25.49,12.71,-2.5,-1.3,,,,,,58531000000.0,,28388000000.0,,48.3,,,,,,,,,,
7445,株式会社ライトオン>>,2019-08-20,Q1,tanshin,日本基準,単,2018-12-28,TD2018122800094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,29631500.0,2071141.0,,,,,,,,
7447,ナガイレーベン株式会社>>,2019-08-31,Q1,tanshin,日本基準,連,2018-12-26,TD2018122600084,3068000000.0,7.2,2910000000.0,-5.2,17600000000.0,2.7,801000000.0,11.3,631000000.0,-21.1,5242000000.0,-0.4,12.0,26.1,21.7,29.8,,,822000000.0,6.3,652000000.0,-20.6,5304000000.0,-0.6,,,,,,,571000000.0,8.3,447000000.0,-21.7,3650000000.0,-0.7,18.6,15.4,20.7,17.19,13.47,109.81,1.2,1.6,,,,,,40562000000.0,,36754000000.0,,90.6,,,,,,,,,,
7447,ナガイレーベン株式会社>>,2019-08-31,Q1,tanshin,日本基準,単,2018-12-26,TD2018122600084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,38236000.0,4989591.0,,,,,,,,
7485,岡谷鋼機株式会社,2019-02-28,Q3,tanshin,日本基準,連,2018-12-27,TD2018122700154,618936000000.0,14.2,700004000000.0,13.1,920000000000.0,8.1,13156000000.0,29.5,15554000000.0,18.2,20000000000.0,11.0,77.8,2.1,2.2,2.2,,,16809000000.0,29.2,18797000000.0,11.8,23000000000.0,2.6,,,,,,,11729000000.0,36.7,12800000000.0,9.1,17000000000.0,12.9,1.9,1.8,1.8,1218.29,1329.74,1765.96,6.3,3.0,,,,,,527243000000.0,,212991000000.0,,38.6,,,,,,,,,,
7485,岡谷鋼機株式会社,2019-02-28,Q3,tanshin,日本基準,単,2018-12-27,TD2018122700154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,9720000.0,93755.0,,,,,,,,
7514,株式会社 ヒマラヤ,2019-08-31,Q1,tanshin,日本基準,連,2018-12-27,TD2018122700123,15384000000.0,-3.5,15026000000.0,-2.3,70000000000.0,3.0,8000000.0,,-263000000.0,,1380000000.0,14.6,-19.1,0.1,-1.8,2.0,,,28000000.0,,-236000000.0,,1480000000.0,13.3,,,,,,,-62000000.0,,-183000000.0,,820000000.0,12.6,-0.4,-1.2,1.2,-5.05,-14.88,66.56,-1.3,-0.7,,,,,,40093000000.0,,14168000000.0,,35.3,,,,,,,,,,
7514,株式会社 ヒマラヤ,2019-08-31,Q1,tanshin,日本基準,単,2018-12-27,TD2018122700123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,12320787.0,206.0,,,,,,,,
7611,株式会社ハイデイ日高>>,2019-02-28,Q3,tanshin,日本基準,単,2018-12-26,TD2018122600086,30253000000.0,5.5,31395000000.0,3.8,43000000000.0,5.8,3741000000.0,0.7,3664000000.0,-2.1,4900000000.0,4.7,74.8,12.4,11.7,11.4,,,3703000000.0,0.6,3640000000.0,-1.7,4850000000.0,5.5,,,,,,,2420000000.0,2.3,2415000000.0,-0.2,3190000000.0,5.6,8.0,7.7,7.4,70.04,69.92,92.33,9.9,12.2,,36.0,,,,30031000000.0,,24317000000.0,,81.0,34679197.0,135478.0,,,,,,,,
7624,株式会社 ＮａＩＴＯ,2019-02-28,Q3,tanshin,日本基準,連,2018-12-26,TD2018122600131,35002000000.0,8.0,37699000000.0,7.7,49000000000.0,5.2,599000000.0,58.0,753000000.0,25.5,920000000.0,26.3,81.8,1.7,2.0,1.9,,,777000000.0,45.5,950000000.0,22.4,1160000000.0,20.8,,,,,,,531000000.0,68.3,663000000.0,24.8,780000000.0,19.3,1.5,1.8,1.6,9.7,12.11,14.24,5.9,4.0,,,,,,18822000000.0,,11206000000.0,,59.5,,,,,,,,,,
7624,株式会社 ＮａＩＴＯ,2019-02-28,Q3,tanshin,日本基準,単,2018-12-26,TD2018122600131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,54789510.0,28040.0,,,,,,,,
7630,株式会社 壱番屋>>,2019-02-28,Q3,tanshin,日本基準,連,2018-12-25,TD2018122500145,36844000000.0,,37424000000.0,1.6,51200000000.0,3.5,3670000000.0,,3379000000.0,-7.9,4750000000.0,0.8,71.1,10.0,9.0,9.3,,,3795000000.0,,3555000000.0,-6.3,4940000000.0,1.5,,,,,,,2525000000.0,,2327000000.0,-7.9,3190000000.0,0.0,6.9,6.2,6.2,79.12,72.9,99.92,7.8,8.0,,,,,,42025000000.0,,30227000000.0,,71.3,,,,,,,,,,
7630,株式会社 壱番屋>>,2019-02-28,Q3,tanshin,日本基準,単,2018-12-25,TD2018122500145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,31926000.0,538.0,,,,,,,,
7649,スギホールディングス株式会社,2019-02-28,Q3,tanshin,日本基準,連,2018-12-26,TD2018122600111,341129000000.0,5.7,363313000000.0,6.5,480000000000.0,5.0,17855000000.0,7.2,17877000000.0,0.1,25500000000.0,3.0,70.1,5.2,4.9,5.3,,,18654000000.0,7.1,18873000000.0,1.2,26500000000.0,2.3,,,,,,,12419000000.0,15.0,12488000000.0,0.6,16700000000.0,1.8,3.6,3.4,3.5,196.16,199.73,263.76,7.7,6.8,,,,,,261739000000.0,,161170000000.0,,61.6,,,,,,,,,,
7649,スギホールディングス株式会社,2019-02-28,Q3,tanshin,日本基準,単,2018-12-26,TD2018122600111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,63330838.0,1516787.0,,,,,,,,
7870,福島印刷株式会社,2019-08-20,Q1,tanshin,日本基準,単,2018-12-25,TD2018122500103,1710000000.0,6.7,1746000000.0,2.1,7355000000.0,2.7,-15000000.0,,-58000000.0,,208000000.0,-34.7,-27.9,-0.9,-3.3,2.8,,,-14000000.0,,-54000000.0,,221000000.0,-31.9,,,,,,,-11000000.0,,-36000000.0,,154000000.0,-28.5,-0.6,-2.1,2.1,-1.94,-6.09,25.67,-0.8,-0.8,,12.0,,,,6946000000.0,,4548000000.0,,65.5,6000000.0,366.0,,,,,,,,
